"NUMEROPROCESSO","ANOPROCESSO","NUMEROMODALIDADE","LICITANTES","LICITANTES_VENCEDORES","NOMENATUREZA","NOMEMODALIDADE","SITUACAOLICITACAO","ESTAGIOLICITACAO","DATAPUBLICACAOHOMOLOGACAO","DATAEMISSAOEDITAL","DATAPUBLICACAOHABILITACAO","TOTALADJUDICADOLICITACAO","VALORESTIMADO","UNIDADEGESTORA","UNIDADE_GESTORA","DESCRICAOOBJETO","ESPECIFICACAOOBJETO","CARACTERISTICAOBJETO","ULTIMAATUALIZACAO","OBJETO"
"43","2022","28","AJP ENGENHARIA LTDA - EPP: 08978001000117 - Não Vencedor; CONSERV EIRELI - EPP: 20316425000111 - Não Vencedor; VIVAL CONSTRUCOES E SERVICOS EIRELI: 27846891000158 - Não Vencedor; A. G. F. SILVA ENGENHARIA (SOUSA & SILVA ENGENHARIA): 28101039000114 - Vencedor; GUIOMAR DE SOUZA ARAUJO : 28428922000113 - Não Vencedor; A C ANDRADE ENGENHARIA EIRELI: 32507380000141 - Não Vencedor; LAIANE QUERELEM ANDRADE LIMA DE OLIVEIRA: 39902472000175 - Não Vencedor; ","A. G. F. SILVA ENGENHARIA (SOUSA & SILVA ENGENHARIA): 28101039000114; ","Serviços de Engenharia","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","03/06/2022","20/04/2022","03/06/2022","332313.86","334468.72","1","","SERVIÇO","SERVIÇO","Por Lotes","06/07/2022","O objeto da presente licitação é o registro de preços para eventual Contratação de Empresa de Engenharia para os serviços de reposição e manutenção em paralelepípedos graníticos (tapa buraco) em vias do município de Belo Jardim, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"42","2022","27","I E S DA ROCHA EIRELLI: 04189240000137 - Não Vencedor; VALE BENTO LOCACAO E SERVICOS LTDA - EPP: 11757223000114 - Vencedor; AGRO AMBIENTAL EIRELI: 12223739000141 - Não Vencedor; Aloha Aluguel de Veiculos Eireli: 13466110000195 - Não Vencedor; MACEDO DE OLIVEIRA EVENTOS, SERVIÇOS E LOCAÇÃO DE VEICULOS EIRELI: 20737267000173 - Não Vencedor; LINS SERVIÇOS E CONSTRUTORA - EPP: 23593622000176 - Não Vencedor; AUREO ADAIR KOMMES EIRELI ME: 33355869000108 - Vencedor; E B M DE SANTANA PRODUÇÕES: 33414068000176 - Não Vencedor; ","VALE BENTO LOCACAO E SERVICOS LTDA - EPP: 11757223000114; AUREO ADAIR KOMMES EIRELI ME: 33355869000108; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","30/05/2022","19/04/2022","30/05/2022","7660336.38","11200034.32","1","","EQUIPAMENTOS E VEÍCULOS DE TERRAPLENAGEM","EQUIPAMENTOS E VEÍCULOS PARA PAVIMENTAÇÃO E TERRAPLENAGEM, TAIS COMO TRATOR, RETROESCAVADEIRA, PATROL E AFINS.","Por Itens","06/07/2022","O objeto da presente licitação é a contratação de MEI e de empresa especializada em prestar serviços de locação de veículos e equipamentos, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"41","2022","26","JOSE ANTONIO ALVES : ***.***.124-77 - Não Vencedor; N L MONTEIRO DA SILVA COMERCIAL EIRELI : 22566069000110 - Não Vencedor; COOPERATIVA COOPEAFA - COOPERATIVA DESENVOLVIMENTO AGRICULTURA FAMILIAR DO ESTA DO PERNAMBUCO: 17137941000174 - Não Vencedor; LUCIMAR NERI DA SILVA 92096409420: 38055829000164 - Não Vencedor; S VASCONCELOS ROSAS : 40457662000100 - Não Vencedor; JOSE ALVES DE LIMA: ***.***.164-43 - Não Vencedor; JOSÉ MARCOS DA SILVA : ***.***.557-91 - Não Vencedor; Brasiliana Prudêncio da Silva: ***.***.604-82 - Não Vencedor; VANILSON ALVES DE LIMA: ***.***.774-33 - Não Vencedor; DANIEL ALVES DOS SANTOS: ***.***.874-76 - Não Vencedor; COOPERATIVA AGRÍCOLA DEPERNAMBUCO - COOPERAGRI: 04831506000101 - Não Vencedor; ","","Compras","Pregão Eletrônico","Em Andamento","Habilitação Concluída","28/12/2022","26/10/2022","28/11/2022","","4255761.4","1","","GÊNEROS ALIMENTÍCIOS","GÊNEROS DE ALIMENTAÇÃO AO NATURAL, BENEFICIADOS OU CONSERVADOS, TAIS COMO: AÇÚCAR, ADOÇANTE, ÁGUA MINERAL, BEBIDAS, CAFÉ, CARNES EM GERAL, CEREAIS, CHÁS, CONDIMENTOS, FRUTAS, GELO, LEGUMES, REFRIGERANTES, SUCOS, TEMPEROS, VERDURAS E AFINS.","Por Itens","03/10/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de gêneros alimentícios da agricultura familiar conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"40","2022","8","Maria do Carmo Rodrigues Monteiro.: ***.***.494-04 - Vencedor; ","Maria do Carmo Rodrigues Monteiro.: ***.***.494-04; ","Locação de Bens","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","21/03/2022","22/03/2022","","36000","36000","1","","LOCAÇÃO DE IMÓVEIS","REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS. ","Por Itens","23/05/2022","Locação de 01 (um) imóvel, localizado na Rua João Franklin Cordeiro, n° 103, Bairro Boa Vista, CEP 55154055 na cidade de Belo Jardim-PE, de propriedade da contratada Maria do Carmo Rodrigues Monteiro, que se destina ao funcionamento da Creche Vovó Maria."
"39","2022","25","EVENTUAL LIVE MARKETING DIRETO EIRELI: 04433214000102 - Não Vencedor; KLA - PROMOÇÕES E EVENTOS LTDA - ME: 04638333000100 - Não Vencedor; W SOM E EVENTOS: 08097841000170 - Vencedor; TARCIANO DE ASSIS TEIXEIRA - ME: 08604460000130 - Não Vencedor; DENILTON MANDU DE OLIVEIRA - ME: 08833798000164 - Não Vencedor; TARCIANA CEDJAN CALHEIRAS DA SILVA - EPP (LCS - MONTAGENS E EVENTOS): 14078399000138 - Não Vencedor; MACEDO DE OLIVEIRA EVENTOS, SERVICOS E LOCACAO DE VEICULOS EIRELI - ME: 20737267000173 - Não Vencedor; ELLO3 PROMOÇOES E EVENTOS EIRELI-ME: 26994803000100 - Não Vencedor; STUDIO NIGHT PALCO E SONORIZACAO EIRELI : 40557130000144 - Não Vencedor; ","W SOM E EVENTOS: 08097841000170; ","Locação de Bens","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","16/05/2022","22/04/2022","16/05/2022","672851","1141560.41","1","","SERVIÇOS DE INSTALAÇÃO, PRODUÇÃO, MONTAGEM E DESMONTAGEM DE ESTRUTURAS PARA REALIZAÇÃO DE EVENTOS.","SERVIÇOS DE INSTALAÇÃO, PRODUÇÃO, MONTAGEM E DESMONTAGEM DE PALCOS, CAMARINS, SISTEMAS DE ILUMINAÇÃO, SISTEMAS DE SOM, BANHEIROS PÚBLICOS, ARQUIBANDAS, BARRACAS, TOLDOS E AFINS.","Por Itens","25/05/2022","O objeto da presente licitação é a contratação de empresa especializada em locação e instalação de materiais para eventos, visando atender as necessidades da Secretaria de Cultura, Turismo, Esportes e Empreendedorismo, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"38","2022","7","GUILHERME WAGNER SILVA : ***.***.244-56 - Vencedor; ","GUILHERME WAGNER SILVA : ***.***.244-56; ","Locação de Bens","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","25/03/2022","10/02/2022","","18600","18600","1","","LOCAÇÃO DE IMÓVEIS","REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS. ","Por Itens","19/05/2022","Locação de imóvel localizado na Av. Geminiano Maciel, n°521, Bairro: Boa vista, Belo Jardim/PE para atender a Sede do FUMTRAN."
"37","2022","24","SERVCLIMA COMÉRCIO E SERVIÇOS LTDA ME: 07318707000190 - Vencedor; AUTO SERVICE MANUTENÇÃO AUTOMOTIVA LTDA: 15081066000120 - Não Vencedor; ","SERVCLIMA COMÉRCIO E SERVIÇOS LTDA ME: 07318707000190; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","15/06/2022","19/05/2022","15/06/2022","1576913.5","1688068.1","1","","PEÇAS E ACESSÓRIOS PARA VEÍCULOS","PEÇAS E ACESSÓRIOS PARA VEÍCULOS EM GERAL: ÁGUA DESTILADA, AMORTECEDORES, BATERIAS, BORRACHAS, BUZINA, CABOS DE ACELERADOR, CABOS DE EMBREAGEM, CÂMARA DE AR, CARBURADOR COMPLETO, CIFA, COLAR DE EMBREAGEM, CONDENSADOR E PLATINADO, CORREIAS, DISCO DE EMBREAGEM, IGNIÇÃO, JUNTA HOMOCINÉTICA, LÂMPADAS E LANTERNAS PARA VEÍCULOS, LONAS E PASTILHAS DE FREIO, MANGUEIRAS, MATERIAL UTILIZADO EM LANTERNAGEM E PINTURA, MOTOR DE REPOSIÇÃO, PÁRA-BRISA, PÁRA-CHOQUE, PLATÔ, PNEUS, REPAROS, RETENTORES, RETROVISORES, ROLAMENTOS, TAPETES, VÁLVULA DA MARCHA-LENTA ETERMOSTÁTICA, VELAS E AFINS., ACESSORIOS PARA VEICULOS QUE  POSSAM SER DESINCORPORADOS, SEM PREJUIZO DOS MESMOS PARA  APLICACAO  EM OUTRO VEICULO, TAIS COMO:   AR CONDICIONADO - CAPOTA - RADIO/TOCA-FITA  PEÇAS EM GERAL","Por Itens","01/06/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de peças originais/genuínas para veículos, maquinas e equipamentos, assim como prestação de mão de obra especializada para executar serviços de manutenção preventiva e corretiva, visando atender as necessidades da Prefeitura Municipal de Belo Jardim, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"36","2022","23","TRANSROCA COMERCIAL LTDA: 04159635000197 - Não Vencedor; DISTRIBUIDORA DE ALIMENTOS CAVALCANTI EIRELI - EPP: 06536960000157 - Não Vencedor; LUCIA DE FATIMA DE SOUSA BARBOSA ALIMENTOS - ME : 07931544000116 - Não Vencedor; R J GONCALVES DE OLIVEIRA: 13506363000145 - Não Vencedor; SUCESSO DISTRIBUIDORA DE ALIMENTOS LTDA: 19450370000159 - Não Vencedor; ","","Compras","Pregão Eletrônico","Em Andamento","Julgamento Concluído","","28/03/2022","","","1383660","1","","GÊNEROS ALIMENTÍCIOS","GÊNEROS DE ALIMENTAÇÃO AO NATURAL, BENEFICIADOS OU CONSERVADOS, TAIS COMO: AÇÚCAR, ADOÇANTE, ÁGUA MINERAL, BEBIDAS, CAFÉ, CARNES EM GERAL, CEREAIS, CHÁS, CONDIMENTOS, FRUTAS, GELO, LEGUMES, REFRIGERANTES, SUCOS, TEMPEROS, VERDURAS E AFINS.","Por Itens","10/05/2022","O  objeto  da  presente  licitação  é  o  registro  de  preços  para  eventual  aquisição  de cesta básica, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"34","2022","22","ROSANGELA SOARES SARDINHA CORNETTA: 02605669000132 - Não Vencedor; PESENTI & PELAIS LTDA : 02776642000102 - Não Vencedor; V. S. COSTA & CIA LTDA: 05286960000183 - Não Vencedor; DENTAL ALTA MOGIANA COMERCIO DE PRODUTOS ODONTOLÓGICOS LTDA: 05375249000103 - Não Vencedor; ASSUM PRETO PRODUCOES CULTUTAIS E COMERCIO DE MATERIAIS PARA USO MEDICO EIRELI: 10462477000142 - Vencedor; ODONTOMEDICA COMERCIO ATACADISTA DE MEDICAMENTOS EIRELI - EPP: 12395255000180 - Não Vencedor; CIRURGICAS CERON EQUIPAMENTOS HOSPITALARES E VETERINÁRIOS LTDA - ME: 18258209000115 - Não Vencedor; CMED DISTRIBUIDORA LTDA: 20444829000190 - Vencedor; HDX COMERCIAL EIRELI - ME: 24039450000156 - Vencedor; BHDENTAL COMERCIAL EIRELLI : 29312896000126 - Vencedor; MEDIC PRODUTOS PARA SAUDE EIRELI: 31131938000174 - Não Vencedor; DENTAL BH BRASIL COMERCIO DE PRODUTOS ODONTO-MEDICO HOSPITALAREIRELI: 31401798000107 - Não Vencedor; M. CARREGA COMERCIO DE PRODUTOS HOSPITALARES LTDA: 32593430000150 - Não Vencedor; SAUDE BRASIL ODONTO HOSPITALAR EIRELI: 32630250000100 - Não Vencedor; PLG DISTRIBUIDORA DE PRODUTOS HOSPITALARES EIRELI - ME: 34444108000195 - Não Vencedor; SKYLAB COMERCIAL HOSPITALAR LTDA: 38482591000153 - Não Vencedor; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA: 40876269000150 - Vencedor; ","ASSUM PRETO PRODUCOES CULTUTAIS E COMERCIO DE MATERIAIS PARA USO MEDICO EIRELI: 10462477000142; CMED DISTRIBUIDORA LTDA: 20444829000190; HDX COMERCIAL EIRELI - ME: 24039450000156; BHDENTAL COMERCIAL EIRELLI : 29312896000126; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA: 40876269000150; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","07/04/2022","22/03/2022","07/04/2022","85858.34","138043.79","1","","APARELHOS, EQUIPAMENTOS MÉDICO-ODONTOLÓGICOS, HOSPITALARES E LABORATORIAIS  ","QUALQUER APARELHO, UTENSÍLIO OU EQUIPAMENTO DE USO MÉDICO, ODONTOLÓGICO, LABORATORIAL E HOSPITALAR QUE NÃO SE INTEGREM A INSTALAÇÕES, OU A OUTROS CONJUNTOS MONITORES. NO CASO DE FAZEREM PARTE DE INSTALAÇÕES OU OUTROS CONJUNTOS, DEVERÃO SER CONSIDERADOS COMPONENTES, TAIS COMO:AFASTADOR, ALARGADOR, APARELHO DE ESTERILIZAÇÃO, APARELHO DE RAIO X, APARELHO DE TRANSFUSÃO DE SANGUE, APARELHO INFRAVERMELHO, APARELHO PARA INALAÇÃO, APARELHO DE ULTRAVIOLETA, BALANÇA PEDIÁTRICA, BERÇO AQUECIDO, BIOMBO, BOTICÃO, CADEIRA DE DENTISTA, CADEIRA DE RODAS, CÂMARA DE INFRAVERMELHO, CÂMARA DE OXIGÊNIO, CÂMARA DE RADIOTERAPIA, CARRO-MACA, CENTRIFUGADOR, DESTILADOR, ELETRO-ANALISADOR, ELETROCARDIOGRÁFICO, ESTETOSCÓPIO, ESTUFA, MACA, MEDIDOR DE PRESSÃO ARTERIAL (ESFIGNOMANÔMETRO), MEGATOSCÓPIO, MESA PARA EXAMES CLÍNICOS, MICROSCÓPIO, TENDA DE OXIGÊNIO, TERMOCAUTÉRIO E AFINS.","Por Itens","10/05/2022","O objeto da presente licitação é o registro de preços para eventual Aquisição de equipamentos permanentes, visando atender as demandas das Secretarias de Saúde, no âmbito da Saúde Bucal, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"33","2022","6","LUANA GUARINO & ANNE CABRAL ADVOGADOS ASSOCIADOS : 36310408000107 - Vencedor; ","LUANA GUARINO & ANNE CABRAL ADVOGADOS ASSOCIADOS : 36310408000107; ","Outros Serviços","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","14/03/2022","10/03/2022","","96000","96000","1","","CONSULTORIA","ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.","Por Itens","23/05/2022","O presente tem como objeto a contratação de escritório de advocacia para prestação de serviços técnicos especializados, consistentes em assessoria e consultoria jurídica em matéria tributária, envolvendo questões de alta complexidade, cuja execução objetive compatibilizar a estrutura, os procedimentos e processos administrativos e a legislação tributária municipal às alterações legislativas e jurisprudenciais na temática tributária de interesse do município e às melhores práticas observadas em matéria de administração tributária municipal, além do mapeamento e apresentação de soluções aos déficits encontrados, de modo a criar as condições necessárias ao aumento na efetividade da cobrança e proporcionar o incremento positivo da arrecadação dos créditos tributários, para atender as necessidades da secretaria de gestão pública do município de Belo Jardim-PE."
"32","2022","21","CINCO ESTRELAS TRANSPORTES E LOGISTICA LTDA - EPP: 03557312000199 - Vencedor; MG LOCACAO DE GUINDASTE EIRELI: 34609606000140 - Não Vencedor; MULTI PRIME MUDANCAS E TRANSPORTES ESPECIAIS LTDA: 39644514000115 - Não Vencedor; ","CINCO ESTRELAS TRANSPORTES E LOGISTICA LTDA - EPP: 03557312000199; ","Outros Serviços","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","11/10/2022","20/09/2022","11/10/2022","255999.96","273000","1","","VEÍCULOS FERROVIÁRIOS","VEÍCULOS EMPREGADOS EM ESTRADAS DE FERRO, TAIS COMO: LOCOMOTIVA, PRANCHA, REBOQUE, TENDER, VAGÃO PARA TRANSPORTE DE CARGA OU PASSAGEIROS E AFINS","Por Lotes","23/11/2022","O objeto da presente licitação é a Contratação de empresa especializada para transporte, mobilização e desmobilização de carros ferroviários de passageiros, visando atender as necessidades da Secretaria de Cultura, Turismo, Esportes e Empreendedorismo, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"31","2022","20","ITALIANA AUTOMOVEIS DO RECIFE LTDA: 02472105000179 - Não Vencedor; POSITIVA- COMERCIO E SERVIÇOS LICITATÓRIOS LTDA - ME: 09396156000108 - Não Vencedor; BR PRIME COMERCIAL E SERVIÇOS LTDA: 19180210000137 - Não Vencedor; HORUS COMERCIAL E SERVIÇOS LTDA : 20306945000143 - Não Vencedor; WB COMERCIO E SERVICOS IBIRA EIRELI: 26852341000189 - Não Vencedor; G e M EMPREENDIMENTO EIRELI: 32912674000159 - Não Vencedor; MEGA COMERCIAL E SERVICOS EIRELI: 33430640000190 - Não Vencedor; FIORI VEICOLO S.A: 35715234000108 - Vencedor; G10 TRANSFORMADORA, COMERCIO E SERVIÇOS LTDA: 38120508000104 - Não Vencedor; POSITIVA- COMERCIO E SERVIÇOS LICITATÓRIOS LTDA -  ME: 09396156000108 - Não Vencedor; ","FIORI VEICOLO S.A: 35715234000108; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","28/04/2022","31/03/2022","28/04/2022","382500","443925","1","","VEÍCULOS AUTOMOTIVOS","VEÍCULOS DE TRAÇÃO MECÂNICA, TAIS COMO:AMBULÂNCIA, AUTOMÓVEL, BASCULANTE, CAÇAMBA, CAMINHÃO, CARRO-FORTE, CONSULTÓRIO VOLANTE, FURGÃO, LAMBRETA, MICROÔNIBUS, MOTOCICLETA, ÔNIBUS, RABECÃO, VASSOURAMECÂNICA, VEÍCULO COLETOR DE LIXO E AFINS.","Por Itens","25/05/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de Ambulância Tipo A, em função da Licitação fracassada PE SRP 19/2022, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"30","2022","19","","","Compras","Pregão Eletrônico","Processo Fracassado","Edital Publicado","","07/03/2022","","","328500","1","","VEÍCULOS AUTOMOTIVOS","VEÍCULOS DE TRAÇÃO MECÂNICA, TAIS COMO:AMBULÂNCIA, AUTOMÓVEL, BASCULANTE, CAÇAMBA, CAMINHÃO, CARRO-FORTE, CONSULTÓRIO VOLANTE, FURGÃO, LAMBRETA, MICROÔNIBUS, MOTOCICLETA, ÔNIBUS, RABECÃO, VASSOURAMECÂNICA, VEÍCULO COLETOR DE LIXO E AFINS.","Por Itens","10/05/2022","O  objeto  da  presente  licitação  é  o  registro  de  preços  para  eventual  aquisição  de Ambulância Tipo A, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"29","2022","18","TBNET INFORMÁTICA LTDA - ME: 09430014000110 - Não Vencedor; E.P. DE OLIVEIRA PROVEDORES EIRELI - ME: 20755243000147 - Vencedor; ","E.P. DE OLIVEIRA PROVEDORES EIRELI - ME: 20755243000147; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","27/04/2022","29/03/2022","27/04/2022","82769.97","83472.21","1","","SERVIÇO DE TELEPROCESSAMENTO (PROVIMENTO DE INTERNET)","SERVIÇOS DE TELEPROCESSAMENTO, TAIS COMO:LOCAÇÃO DE LINK DE INTERNET, VPN, SEGURANÇA DE COMUNICAÇÕES, ETC","Por Itens","25/05/2022","Contratação de empresa de telecomunicações devidamente autorizada pela Agência Nacional de Telecomunicações (ANATEL), especializada para implantar e prestar serviço de Internet Compartilhada/Dedicada, para atender a demanda da Prefeitura Municipal de Belo Jardim."
"28","2022","5","R&T TERAPIA OCUPACIONAL LTDA: 41035996000158 - Vencedor; ","R&T TERAPIA OCUPACIONAL LTDA: 41035996000158; ","Outros Serviços","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","12/05/2022","15/02/2022","","65000","65000","1","","SERVIÇOS DE ORGANIZAÇÃO DE SELEÇÃO PÚBLICA OU CONCURSO PÚBLICO","CONTRATAÇÃO DE SERVIÇOS DE ORGANIZAÇÃO DE SELEÇÃO PÚBLICA OU CONCURSO PÚBLICO","Por Itens","25/05/2022","Serviço de fornecimento de infraestrutura de apoio e assistência para realização de processo seletivo da rede Municipal de Ensino de Belo Jardim-PE."
"27","2022","17","DORNIVAL RODRIGUES CONSTANTE: 01537393000130 - Vencedor; RONALD DE PAULA SILVA ME: 35413362000199 - Não Vencedor; ","DORNIVAL RODRIGUES CONSTANTE: 01537393000130; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","11/05/2022","02/03/2022","11/05/2022","375000","507298.6","1","","SERVIÇOS FUNERÁRIOS","SERVIÇOS FUNERÁRIOS, TAIS COMO: FUNERAIS, INCLUSIVE FORNECIMENTO DE CAIXÃO, URNA OU ESQUIFES; ALUGUEL DE CAPELA; TRANSPORTE DO CORPO CADAVÉRICO; FORNECIMENTO DE FLORES, COROAS E OUTROS PARAMENTOS; DESEMBARAÇO DE CERTIDÃO DE ÓBITO; FORNECIMENTO DE VÉU, ESSA E OUTROS ADORNOS; EMBALSAMENTO, EMBELEZAMENTO, CONSERVAÇÃO OU RESTAURAÇÃO DE CADÁVERES, CREMAÇÃO DE CADAVÉRES E AFINS. ","Por Itens","10/05/2022","O objeto da presente licitação é a contratação de empresa especializada no fornecimento serviços funerários,  visando  atender  as  necessidades  da  Secretária  Municipal  de  Assistência Social, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"26","2022","16","SOBRAL CHAVES E CARIMBOS LTDA - ME: 01088055000168 - Vencedor; MISTER PAPER PAPELARIA E INFORMATICA LTDA: 04428101000119 - Vencedor; DAGEAL - COMÉRCIO DE MATERIAL DE ESCRITÓRIO LTDA: 07245458000150 - Não Vencedor; DIFERENCIAL COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EIRELI: 09617964000158 - Vencedor; BML COMERCIAL LTDA : 11292106000122 - Não Vencedor; FFN FORNAZAR: 13104805000127 - Não Vencedor; VTA MACHADO DE ARRUDA E CIA LTDA: 16667433000135 - Vencedor; MASTER DISTRIBUIDORA DE PRODUTOS LTDA - ME: 17238558000102 - Vencedor; IDPROMO COMERCIAL EIRELI : 17791755000154 - Não Vencedor; KELEDU COMERCIO DE MATERIAIS DE PAPELARIA E ESCRITORIO LTDA: 19590049000170 - Não Vencedor; KIVER COMÉRCIO DE SUPRIMENTOS PARA INFORMÁTICA EIRELI: 19943167000114 - Não Vencedor; ONE LINK COMERCIAL IMPORTADORA E EXPORTADORA LTDA EPP: 20297753000118 - Não Vencedor; HC COMERCIO DE PAPELARIA E SERVIÇOS EIRELI: 20873342000123 - Vencedor; MONSARAS DISTRIBUIDORA E COMERCIO LTDA: 23417238000112 - Não Vencedor; ONADIR SERRATO JUNIOR: 23935375000149 - Vencedor; MAKTUB COMERCIO E SERVICOS LTDA: 24774338000169 - Não Vencedor; DIDAQUE EMPREENDIMENTOS LTDA : 26854929000171 - Não Vencedor; GRAFICPAPER COMERCIO E SERVICOS EIRELI: 27327858000111 - Vencedor; F DE ARAUJO FIGUEREDO EMBALAGENS EIRELI: 32793363000118 - Vencedor; HUMAITA COMÉRCIO DE PAPÉIS E ALIMENTOS EIRELI: 36214108000124 - Não Vencedor; B.A EDITORA LTDA: 39639898000188 - Não Vencedor; WM SOLUTIONS COMERCIO ATACADISTA LTDA : 40660759000115 - Não Vencedor; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA: 40876269000150 - Vencedor; GOLD SERVICOS E LICITACOES LTDA: 40921113000144 - Não Vencedor; BUD CRUZ EIRELI: 41185345000144 - Não Vencedor; POTENCIAL COMERCIO LTDA: 43048620000103 - Não Vencedor; WHITE BOARD IMPORT COMERCIO E SERVICOS LTDA: 43838684000108 - Não Vencedor; GUILHERME DUARTE DE AMORIM: 45175426000114 - Não Vencedor; VALOR SUPRIMENTOS - COMÉRCIO DE MATERIAL DE CONSUMO LTDA: 70066840000132 - Vencedor; HBL CARIMBOS E PLACAS IND. E COM. LTDA.: 72649361000174 - Não Vencedor; BML COMERCIAL  LTDA : 11292106000122 - Não Vencedor; IDPROMO COMERCIAL  EIRELI : 17791755000154 - Não Vencedor; HBL CARIMBOS  E PLACAS IND. E COM. LTDA.: 72649361000174 - Não Vencedor; ","SOBRAL CHAVES E CARIMBOS LTDA - ME: 01088055000168; MISTER PAPER PAPELARIA E INFORMATICA LTDA: 04428101000119; DIFERENCIAL COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EIRELI: 09617964000158; VTA MACHADO DE ARRUDA E CIA LTDA: 16667433000135; MASTER DISTRIBUIDORA DE PRODUTOS LTDA - ME: 17238558000102; HC COMERCIO DE PAPELARIA E SERVIÇOS EIRELI: 20873342000123; ONADIR SERRATO JUNIOR: 23935375000149; GRAFICPAPER COMERCIO E SERVICOS EIRELI: 27327858000111; F DE ARAUJO FIGUEREDO EMBALAGENS EIRELI: 32793363000118; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA: 40876269000150; VALOR SUPRIMENTOS - COMÉRCIO DE MATERIAL DE CONSUMO LTDA: 70066840000132; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","01/04/2022","07/03/2022","01/04/2022","743257.64","1178089.63","1","","MATERIAL DE EXPEDIENTE","MATERIAIS PARA EXPEDIENTE EM GERAL: BORRACHAS, PAPEL OFÍCIO, COLA, CLIPS, CARIMBOS, CANETAS, CADERNOS, CORRETORES, ESTILETES, EXTRATORES DE GRAMPOS, GRAMPOS, LÁPIS, FITAS PARA MÁQUINAS E AFINS.","Por Itens","10/05/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de material de  expediente,  conforme  condições,  quantidades  e  exigências  estabelecidas  neste  Edital  e  seus anexos."
"25","2022","15","CONSTRUTORA INHUMAS LTDA - ME: 07353785000125 - Vencedor; EGP SERVICOS LTDA: 17067013000180 - Não Vencedor; ALMIR R DA SILVA ENGENHARIA ME: 27358905000194 - Não Vencedor; ","CONSTRUTORA INHUMAS LTDA - ME: 07353785000125; ","Obras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","11/05/2022","24/02/2022","02/05/2022","26073.89","35057.91","1","","OBRAS","OBRAS","Por Lotes","10/05/2022","O objeto da presente licitação é o registro de preços para eventual reforma das salas do Secretário de Gestão, da Comissão de Licitação, da sala da Controladoria e da Secretaria Executiva de Transportes, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
